match_id,match_date,team_a_raw_name,team_b_raw_name,team_a_id,team_b_id,team_a_is_wc2026,team_b_is_wc2026,tournament,neutral_flag,importance,team_a_pre_elo,team_b_pre_elo,pre_elo_difference,team_a_host_advantage,team_b_host_advantage,team_a_score,team_b_score,target_result,team_a_matches_last_5,team_a_wins_last_5,team_a_points_avg_last_5,team_a_goal_diff_avg_last_5,team_a_matches_last_10,team_a_wins_last_10,team_a_points_avg_last_10,team_a_goals_for_avg_last_10,team_a_goals_against_avg_last_10,team_a_goal_diff_avg_last_10,team_a_avg_opponent_elo_last_10,team_a_days_since_last_match,team_b_matches_last_5,team_b_wins_last_5,team_b_points_avg_last_5,team_b_goal_diff_avg_last_5,team_b_matches_last_10,team_b_wins_last_10,team_b_points_avg_last_10,team_b_goals_for_avg_last_10,team_b_goals_against_avg_last_10,team_b_goal_diff_avg_last_10,team_b_avg_opponent_elo_last_10,team_b_days_since_last_match,wins_last_5_difference,points_avg_last_5_difference,goal_diff_avg_last_5_difference,goals_for_avg_last_10_difference,goals_against_avg_last_10_difference,goal_diff_avg_last_10_difference,avg_opponent_elo_last_10_difference,days_since_last_match_difference,match_date_dt
HIST_000804,2015-11-06,DR Congo,Zambia,COD,Zambia,1,0,Friendly,1.0,10.0,1485.3952254582432,1493.322559540676,-7.927334082432935,0.0,0.0,3,0,2,5.0,3.0,2.0,0.4,10,4,1.4,1.3,1.3,0.0,1472.581243747993,25.0,5.0,1.0,1.0,-0.2,10,2,0.9,1.1,1.4,-0.3,1520.7122830143364,26.0,2.0,1.0,0.6000000000000001,0.1999999999999999,-0.0999999999999998,0.3,-48.13103926634335,-1.0,2015-11-06
HIST_000805,2015-11-07,Angola,DR Congo,Angola,COD,0,1,Friendly,0.0,10.0,1495.8582031376818,1497.5988868632612,-1.7406837255794017,1.0,0.0,1,0,2,4.0,1.0,1.0,-0.25,4,1,1.0,1.0,1.25,-0.25,1514.2873769091643,144.0,5.0,4.0,2.4,1.0,10,4,1.4,1.2,1.1,0.1,1474.7135283066614,1.0,-3.0,-1.4,-1.25,-0.1999999999999999,0.1499999999999999,-0.35,39.57384860250295,143.0,2015-11-07
HIST_000806,2015-11-09,Palestine,Saudi Arabia,Palestine,KSA,0,1,FIFA World Cup qualification,1.0,35.0,1351.3834625979384,1598.3930890569827,-247.00962645904428,0.0,0.0,0,0,1,5.0,0.0,0.0,-2.4,8,2,0.75,0.625,2.125,-1.5,1502.2765645300633,151.0,5.0,5.0,3.0,2.6,10,6,1.8,2.3,1.5,0.8,1465.452121147559,32.0,-5.0,-3.0,-5.0,-1.6749999999999998,0.625,-2.3,36.82444338250434,119.0,2015-11-09
HIST_000807,2015-11-11,Jordan,Malta,JOR,Malta,1,0,Friendly,1.0,10.0,1616.49443807242,1365.7916625424173,250.7027755300028,0.0,0.0,2,0,2,5.0,4.0,2.6,2.4,10,6,2.1,2.1,0.5,1.6,1482.734844333535,29.0,4.0,0.0,0.0,-2.0,4,0,0.0,0.0,2.0,-2.0,1522.4149957109526,29.0,4.0,2.6,4.4,2.1,-1.5,3.6,-39.68015137741759,0.0,2015-11-11
HIST_000808,2015-11-12,Australia,Kyrgyzstan,AUS,Kyrgyzstan,1,0,FIFA World Cup qualification,0.0,35.0,1595.5600931815477,1473.327768273153,122.23232490839472,1.0,0.0,3,0,2,5.0,3.0,2.0,1.4,10,6,2.0,1.8,0.7,1.1,1540.6205127077008,35.0,2.0,0.0,0.5,-0.5,2,0,0.5,0.5,1.0,-0.5,1524.245886866409,70.0,3.0,1.5,1.9,1.3,-0.3,1.6,16.374625841291845,-35.0,2015-11-12
HIST_000809,2015-11-12,Burundi,DR Congo,Burundi,COD,0,1,FIFA World Cup qualification,0.0,35.0,1487.117651488623,1490.6577391508297,-3.540087662206588,1.0,0.0,2,3,0,1.0,0.0,0.0,-2.0,1,0,0.0,1.0,3.0,-2.0,1576.4988573243315,152.0,5.0,3.0,1.8,0.6,10,4,1.4,1.1,0.9,0.2,1474.3818788346034,5.0,-3.0,-1.8,-2.6,-0.1,2.1,-2.2,102.11697848972813,147.0,2015-11-12
HIST_000810,2015-11-12,Chile,Colombia,Chile,COL,0,1,FIFA World Cup qualification,0.0,35.0,1634.6424578807744,1626.3496639464454,8.292793934328984,1.0,0.0,1,1,1,5.0,3.0,2.2,0.8,10,5,1.7,1.5,1.2,0.3,1568.022690817946,35.0,5.0,1.0,1.2,-0.2,10,5,1.8,1.4,0.6,0.8,1542.3045148419865,30.0,2.0,1.0000000000000002,1.0,0.1,0.6,-0.5,25.71817597595941,5.0,2015-11-12
HIST_000811,2015-11-12,Ecuador,Uruguay,ECU,URU,1,1,FIFA World Cup qualification,0.0,35.0,1585.617532092074,1630.6030741321254,-44.985542040051314,1.0,0.0,2,1,2,5.0,4.0,2.4,1.2,10,5,1.7,1.6,0.9,0.7,1546.828344203825,30.0,5.0,2.0,1.4,0.6,10,6,2.0,1.8,0.8,1.0,1556.1957001501314,30.0,2.0,1.0,0.6,-0.1999999999999999,0.0999999999999999,-0.3,-9.36735594630636,0.0,2015-11-12
HIST_000812,2015-11-12,Iran,Turkmenistan,IRN,Turkmenistan,1,0,FIFA World Cup qualification,0.0,35.0,1622.280166858826,1499.6569044876317,122.6232623711944,1.0,0.0,3,1,2,5.0,2.0,1.8,1.8,10,5,1.9,2.0,0.9,1.1,1524.697006572625,30.0,1.0,0.0,1.0,0.0,1,0,1.0,1.0,1.0,0.0,1558.1874933330012,149.0,2.0,0.8,1.8,1.0,-0.0999999999999999,1.1,-33.49048676037614,-119.0,2015-11-12
HIST_000813,2015-11-12,Morocco,Equatorial Guinea,MAR,Equatorial Guinea,1,0,FIFA World Cup qualification,0.0,35.0,1543.660405964159,1480.4512535380986,63.20915242606043,1.0,0.0,2,0,2,5.0,2.0,1.4,0.4,10,7,2.2,2.3,0.5,1.8,1502.049814120293,31.0,5.0,1.0,1.0,-0.8,5,1,1.0,0.6,1.4,-0.8,1519.197962075733,228.0,1.0,0.3999999999999999,1.2000000000000002,1.6999999999999995,-0.8999999999999999,2.6,-17.148147955439754,-197.0,2015-11-12
HIST_000814,2015-11-12,Norway,Hungary,NOR,Hungary,1,0,UEFA Euro qualification,0.0,40.0,1561.7655548831349,1500.0,61.765554883134655,1.0,0.0,0,1,0,5.0,3.0,2.0,0.8,10,5,1.7,1.0,0.9,0.1,1497.8942429124554,30.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1500.0,365.0,3.0,2.0,0.8,1.0,0.9,0.1,-2.105757087544589,-335.0,2015-11-12
HIST_000815,2015-11-12,Oman,New Zealand,Oman,NZL,0,1,Friendly,0.0,10.0,1396.0533528495369,1470.5853614584942,-74.53200860895731,1.0,0.0,0,1,0,5.0,0.0,0.4,-1.6,10,2,0.9,0.8,1.9,-1.1,1515.0494914853955,35.0,5.0,0.0,0.4,-1.0,7,0,0.4285714285714285,0.7142857142857143,1.7142857142857142,-1.0,1497.0559663925465,66.0,0.0,0.0,-0.6000000000000001,0.0857142857142857,0.1857142857142857,-0.1,17.99352509284904,-31.0,2015-11-12
HIST_000816,2015-11-12,Singapore,Japan,Singapore,JPN,0,1,FIFA World Cup qualification,0.0,35.0,1452.722267490755,1659.533304112617,-206.81103662186229,1.0,0.0,0,3,0,3.0,0.0,0.3333333333333333,-2.0,3,0,0.3333333333333333,0.3333333333333333,2.333333333333333,-2.0,1540.1549340970714,76.0,5.0,3.0,2.2,2.4,10,5,1.9,2.5,0.6,1.9,1508.7421974237827,30.0,-3.0,-1.866666666666667,-4.4,-2.1666666666666665,1.7333333333333334,-3.9,31.41273667328869,46.0,2015-11-12
HIST_000817,2015-11-12,South Korea,Myanmar,KOR,Myanmar,1,0,FIFA World Cup qualification,0.0,35.0,1696.6442887403805,1470.756820321698,225.8874684186821,1.0,0.0,4,0,2,5.0,4.0,2.6,3.0,10,8,2.6,2.4,0.1,2.3,1489.8299568596308,30.0,2.0,0.0,0.5,-1.0,2,0,0.5,0.5,1.5,-1.0,1525.4445634839328,66.0,4.0,2.1,4.0,1.9,-1.4,3.3,-35.61460662430204,-36.0,2015-11-12
HIST_000818,2015-11-12,Uzbekistan,North Korea,UZB,North Korea,1,0,FIFA World Cup qualification,0.0,35.0,1586.3122131628056,1473.6718166246526,112.64039653815304,1.0,0.0,3,1,2,5.0,3.0,1.8,1.2,10,4,1.3,1.8,1.7,0.1,1510.069860127189,35.0,5.0,2.0,1.4,-0.2,7,2,1.0,1.1428571428571428,1.8571428571428568,-0.7142857142857143,1534.7528199387857,95.0,1.0,0.4000000000000001,1.4,0.6571428571428573,-0.1571428571428572,0.8142857142857143,-24.682959811596675,-60.0,2015-11-12
HIST_000819,2015-11-13,Angola,South Africa,Angola,RSA,0,1,FIFA World Cup qualification,0.0,35.0,1502.7993508501131,1519.9975645721297,-17.198213722016135,1.0,0.0,1,3,0,5.0,2.0,1.4,0.0,5,2,1.4,1.0,1.0,0.0,1510.9496788999836,6.0,5.0,2.0,1.6,0.0,10,3,1.5,0.9,0.7,0.2,1494.6174013358475,66.0,0.0,-0.2000000000000001,0.0,0.0999999999999999,0.3,-0.2,16.332277564135893,-60.0,2015-11-13
HIST_000820,2015-11-13,Argentina,Brazil,ARG,BRA,1,1,FIFA World Cup qualification,0.0,35.0,1679.4311220262189,1623.6172436993702,55.81387832684868,1.0,0.0,1,1,1,5.0,1.0,1.2,1.0,10,4,1.7,1.9,0.7,1.2,1546.3521048642149,31.0,5.0,3.0,2.0,0.8,10,7,2.2,1.6,0.8,0.8,1523.557544716621,31.0,-2.0,-0.8,0.1999999999999999,0.2999999999999998,-0.1,0.3999999999999999,22.79456014759421,0.0,2015-11-13
HIST_000821,2015-11-13,Belgium,Italy,BEL,Italy,1,0,Friendly,0.0,10.0,1734.7778349983826,1582.801079531551,151.9767554668315,1.0,0.0,3,1,2,5.0,4.0,2.4,1.4,10,8,2.5,2.4,0.8,1.6,1515.9361574455074,31.0,5.0,1.0,1.2,0.0,10,4,1.5,1.1,0.8,0.3,1579.3719955557735,31.0,3.0,1.2,1.4,1.2999999999999998,0.0,1.3,-63.4358381102661,0.0,2015-11-13
HIST_000822,2015-11-13,Bosnia and Herzegovina,Republic of Ireland,BIH,Republic of Ireland,1,0,UEFA Euro qualification,0.0,40.0,1604.3270634572434,1540.253030392158,64.07403306508536,1.0,0.0,1,1,1,5.0,4.0,2.4,1.2,10,5,1.8,1.7,1.1,0.6,1534.320681629204,31.0,5.0,2.0,1.6,0.6,8,2,1.125,1.125,1.375,-0.25,1609.0939837091053,36.0,2.0,0.7999999999999998,0.6,0.575,-0.2749999999999999,0.85,-74.77330207990121,-5.0,2015-11-13
HIST_000823,2015-11-13,Canada,Honduras,CAN,Honduras,1,0,FIFA World Cup qualification,0.0,35.0,1548.0991904029263,1306.7548075817656,241.3443828211609,1.0,0.0,1,0,2,5.0,1.0,1.2,0.4,10,4,1.6,1.3,0.5,0.8,1497.43860862421,66.0,5.0,0.0,0.4,-0.8,10,0,0.4,0.5,1.9,-1.4,1501.9642852905304,66.0,1.0,0.7999999999999999,1.2000000000000002,0.8,-1.4,2.2,-4.525676666320351,0.0,2015-11-13
HIST_000824,2015-11-13,Comoros,Ghana,Comoros,GHA,0,1,FIFA World Cup qualification,0.0,35.0,1500.0,1552.528933445557,-52.52893344555696,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1500.0,365.0,5.0,4.0,2.4,1.2,10,5,1.7,1.8,1.1,0.7,1498.572872916228,69.0,-4.0,-2.4,-1.2,-1.8,-1.1,-0.7,1.4271270837721204,296.0,2015-11-13
HIST_000825,2015-11-13,Costa Rica,Haiti,Costa Rica,HAI,0,1,FIFA World Cup qualification,0.0,35.0,1505.617119996878,1548.3233757309208,-42.70625573404277,1.0,0.0,1,0,2,5.0,0.0,0.4,-0.6,10,1,0.7,1.2,1.5,-0.3,1543.9586999486237,69.0,5.0,3.0,1.8,0.8,10,5,1.8,1.7,0.9,0.8,1471.5672240802094,66.0,-3.0,-1.4,-1.4,-0.5,0.6,-1.1,72.39147586841432,3.0,2015-11-13
HIST_000826,2015-11-13,Czech Republic,Serbia,CZE,Serbia,1,0,Friendly,0.0,10.0,1608.863698922789,1443.751964485161,165.111734437628,1.0,0.0,4,1,2,5.0,3.0,1.8,0.0,10,6,1.9,1.7,1.4,0.3,1514.3465402622226,31.0,5.0,0.0,0.2,-0.8,5,0,0.2,0.8,1.6,-0.8,1594.139202015071,33.0,3.0,1.6,0.8,0.8999999999999999,-0.2000000000000001,1.1,-79.79266175284852,-2.0,2015-11-13
HIST_000827,2015-11-13,France,Germany,FRA,GER,1,1,Friendly,0.0,10.0,1643.7397897539329,1773.0758008297992,-129.3360110758665,1.0,0.0,2,0,2,5.0,4.0,2.4,1.2,10,6,1.9,1.7,1.1,0.6,1527.2221418104168,33.0,5.0,4.0,2.4,2.0,10,7,2.2,2.5,0.9,1.6,1514.154434130171,33.0,0.0,0.0,-0.8,-0.8,0.2,-1.0,13.067707680245803,0.0,2015-11-13
HIST_000828,2015-11-13,Jamaica,Panama,Jamaica,PAN,0,1,FIFA World Cup qualification,0.0,35.0,1507.2151645632084,1472.1998095229276,35.01535504028084,1.0,0.0,0,2,0,5.0,3.0,1.8,-0.4,10,3,0.9,0.5,1.9,-1.4,1569.792561486979,31.0,5.0,0.0,0.8,-0.2,10,1,1.0,1.0,1.4,-0.4,1509.5608727205622,66.0,3.0,1.0,-0.2,-0.5,0.5,-1.0,60.23168876641671,-35.0,2015-11-13
HIST_000829,2015-11-13,Kenya,Cape Verde,Kenya,CPV,0,1,FIFA World Cup qualification,0.0,35.0,1483.8847455429725,1580.2180036413058,-96.33325809833332,1.0,0.0,1,0,2,2.0,0.0,0.0,-2.0,2,0,0.0,0.0,2.0,-2.0,1505.8826413435918,365.0,5.0,3.0,2.2,1.8,10,6,2.1,1.9,0.7,1.2,1501.5488965131208,68.0,-3.0,-2.2,-3.8,-1.9,1.3,-3.2,4.333744830471005,297.0,2015-11-13
HIST_000830,2015-11-13,Liberia,Ivory Coast,Liberia,CIV,0,1,FIFA World Cup qualification,0.0,35.0,1516.691415674205,1536.3892523929965,-19.69783671879145,1.0,0.0,0,1,0,1.0,1.0,3.0,1.0,1,1,3.0,1.0,0.0,1.0,1560.0736927782584,69.0,5.0,2.0,1.8,0.6,10,5,2.0,1.2,0.4,0.8,1501.7086964438813,35.0,-1.0,1.2,0.4,-0.1999999999999999,-0.4,0.1999999999999999,58.36499633437711,34.0,2015-11-13
HIST_000831,2015-11-13,Madagascar,Senegal,Madagascar,SEN,0,1,FIFA World Cup qualification,0.0,35.0,1502.6482075846116,1591.5833407386954,-88.93513315408381,1.0,0.0,2,2,1,2.0,1.0,1.5,0.0,2,1,1.5,1.5,1.5,0.0,1504.2560600014226,152.0,5.0,3.0,1.8,0.6,10,6,1.9,1.6,1.0,0.6,1518.468287270436,31.0,-2.0,-0.3,-0.6,-0.1,0.5,-0.6,-14.21222726901351,121.0,2015-11-13
HIST_000832,2015-11-13,Mauritania,Tunisia,Mauritania,TUN,0,1,FIFA World Cup qualification,0.0,35.0,1518.8549826617154,1541.7875699167105,-22.93258725499504,1.0,0.0,1,2,0,1.0,1.0,3.0,2.0,1,1,3.0,3.0,1.0,2.0,1529.5958885528703,69.0,5.0,1.0,1.0,0.8,10,2,1.1,1.8,1.4,0.4,1511.5343093756626,35.0,0.0,2.0,1.2,1.2,-0.3999999999999999,1.6,18.06157917720793,34.0,2015-11-13
HIST_000833,2015-11-13,Mexico,El Salvador,MEX,El Salvador,1,0,FIFA World Cup qualification,0.0,35.0,1663.701710880177,1541.027978249625,122.67373263055195,1.0,0.0,3,0,2,5.0,4.0,2.6,1.0,10,5,2.0,2.3,1.2,1.1,1515.5280099391134,34.0,5.0,2.0,1.4,-0.4,6,2,1.1666666666666667,0.5,1.0,-0.5,1543.8664753293326,66.0,2.0,1.2000000000000002,1.4,1.7999999999999998,0.1999999999999999,1.6,-28.3384653902192,-32.0,2015-11-13
HIST_000834,2015-11-13,Peru,Paraguay,Peru,PAR,0,1,FIFA World Cup qualification,0.0,35.0,1518.3448942823718,1505.1268221730772,13.218072109294551,1.0,0.0,1,0,2,5.0,1.0,1.0,-0.2,10,3,1.2,1.1,1.1,0.0,1569.9507765071098,36.0,5.0,1.0,0.8,-1.4,10,2,1.1,1.1,1.7,-0.6,1569.5568543243085,31.0,0.0,0.1999999999999999,1.2,0.0,-0.5999999999999999,0.6,0.3939221828013615,5.0,2015-11-13
HIST_000835,2015-11-13,Qatar,Turkey,QAT,TUR,1,1,Friendly,0.0,10.0,1626.9309461458893,1667.2152910562086,-40.284344910319305,1.0,0.0,1,2,0,5.0,5.0,3.0,5.0,10,8,2.5,3.1,0.4,2.7,1498.692767612763,31.0,5.0,4.0,2.6,1.4,10,7,2.3,1.8,0.8,1.0,1529.2940624886244,31.0,1.0,0.3999999999999999,3.6,1.3,-0.4,1.7000000000000002,-30.601294875861413,0.0,2015-11-13
HIST_000836,2015-11-13,Slovakia,Switzerland,Slovakia,SUI,0,1,Friendly,0.0,10.0,1513.2175004630683,1628.3762481673964,-115.1587477043281,1.0,0.0,3,2,2,3.0,2.0,2.0,0.0,3,2,2.0,1.0,1.0,0.0,1586.193407339826,69.0,5.0,4.0,2.4,1.6,10,7,2.3,2.6,0.8,1.8,1474.93458048151,32.0,-2.0,-0.3999999999999999,-1.6,-1.6,0.1999999999999999,-1.8,111.25882685831608,37.0,2015-11-13
HIST_000837,2015-11-13,Spain,England,ESP,ENG,1,1,Friendly,0.0,10.0,1706.6333203602103,1738.0462957203094,-31.41297536009916,1.0,0.0,2,0,2,5.0,5.0,3.0,1.8,10,8,2.4,1.5,0.4,1.1,1535.8177001210397,32.0,5.0,5.0,3.0,2.8,10,8,2.6,2.7,0.5,2.2,1485.5131890752234,32.0,0.0,0.0,-0.9999999999999998,-1.2000000000000002,-0.0999999999999999,-1.1,50.30451104581607,0.0,2015-11-13
HIST_000838,2015-11-13,United States,Saint Vincent and the Grenadines,USA,Saint Vincent and the Grenadines,1,0,FIFA World Cup qualification,0.0,35.0,1510.794105648137,1517.7899516021616,-6.995845954024617,1.0,0.0,6,1,2,5.0,1.0,0.8,-0.8,10,5,1.7,1.9,1.4,0.5,1536.147518961388,34.0,1.0,1.0,3.0,1.0,1,1,3.0,1.0,0.0,1.0,1517.6312151163943,365.0,0.0,-2.2,-1.8,0.8999999999999999,1.4,-0.5,18.516303844993672,-331.0,2015-11-13
HIST_000839,2015-11-13,Wales,Netherlands,Wales,NED,0,1,Friendly,0.0,10.0,1510.061545166459,1557.427398257515,-47.36585309105613,1.0,0.0,2,3,0,5.0,1.0,1.0,-0.6,5,1,1.0,0.2,0.8,-0.6,1571.9322127209184,34.0,5.0,2.0,1.2,-0.4,10,4,1.3,2.0,1.6,0.4,1518.1668826857697,31.0,-1.0,-0.1999999999999999,-0.1999999999999999,-1.8,-0.8,-1.0,53.76533003514896,3.0,2015-11-13
HIST_000840,2015-11-14,Chad,Egypt,Chad,EGY,0,1,FIFA World Cup qualification,0.0,35.0,1500.0,1532.4438994446443,-32.44389944464433,1.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1500.0,365.0,5.0,4.0,2.4,1.6,10,6,1.8,1.5,0.7,0.8,1497.4810797000912,34.0,-4.0,-2.4,-1.6,-1.5,-0.7,-0.8,2.518920299908814,331.0,2015-11-14
HIST_000841,2015-11-14,Russia,Portugal,Russia,POR,0,1,Friendly,0.0,10.0,1477.0466327321687,1658.041955690882,-180.99532295871336,1.0,0.0,1,0,2,5.0,1.0,1.0,-0.2,9,2,1.1111111111111112,0.7777777777777778,0.7777777777777778,0.0,1540.6869163851036,70.0,5.0,4.0,2.4,0.6,10,8,2.4,1.2,0.7,0.5,1529.311509000368,34.0,-3.0,-1.4,-0.8,-0.4222222222222221,0.0777777777777778,-0.5,11.37540738473558,36.0,2015-11-14
HIST_000842,2015-11-14,Sweden,Denmark,SWE,Denmark,1,0,UEFA Euro qualification,0.0,40.0,1570.411915265791,1432.4720526299068,137.93986263588454,1.0,0.0,2,1,2,5.0,3.0,1.8,0.4,10,6,1.9,1.5,0.8,0.7,1486.7362859699404,33.0,5.0,1.0,0.6,-0.8,8,2,0.75,0.75,1.375,-0.625,1545.8627760528402,34.0,2.0,1.2000000000000002,1.2000000000000002,0.75,-0.575,1.325,-59.12649008289986,-1.0,2015-11-14
HIST_000843,2015-11-14,Tanzania,Algeria,Tanzania,ALG,0,1,FIFA World Cup qualification,0.0,35.0,1480.6654045610055,1583.1538168807858,-102.48841231978008,1.0,0.0,2,2,1,1.0,0.0,0.0,-3.0,1,0,0.0,0.0,3.0,-3.0,1501.7400255298287,153.0,5.0,4.0,2.4,1.8,10,6,1.8,1.9,1.0,0.9,1498.3533337828185,32.0,-4.0,-2.4,-4.8,-1.9,2.0,-3.9,3.3866917470104454,121.0,2015-11-14
HIST_000844,2015-11-15,DR Congo,Burundi,COD,Burundi,1,0,FIFA World Cup qualification,0.0,35.0,1525.475255984551,1452.3001346549015,73.1751213296493,1.0,0.0,3,0,2,5.0,4.0,2.4,1.2,10,5,1.6,1.4,1.1,0.3,1474.152876841439,3.0,2.0,0.0,0.0,-1.5,2,0,0.0,1.5,3.0,-1.5,1533.5782982375806,3.0,4.0,2.4,2.7,-0.1,-1.9,1.8,-59.4254213961417,0.0,2015-11-15
HIST_000845,2015-11-15,Equatorial Guinea,Morocco,Equatorial Guinea,MAR,0,1,FIFA World Cup qualification,0.0,35.0,1456.6945038809502,1567.4171556213075,-110.72265174035738,1.0,0.0,1,0,2,5.0,0.0,0.4,-1.4,6,1,0.8333333333333334,0.5,1.5,-1.0,1523.2750360571372,3.0,5.0,3.0,2.0,1.0,10,7,2.2,2.2,0.5,1.7,1500.0949394741026,3.0,-3.0,-1.6,-2.4,-1.7000000000000002,1.0,-2.7,23.180096583034583,0.0,2015-11-15
HIST_000846,2015-11-15,Hungary,Norway,Hungary,NOR,0,1,UEFA Euro qualification,0.0,40.0,1545.6976419538532,1516.0679129292814,29.629729024571816,1.0,0.0,2,1,2,1.0,1.0,3.0,1.0,1,1,3.0,1.0,0.0,1.0,1561.7655548831349,3.0,5.0,3.0,1.8,0.6,10,4,1.4,0.8,0.9,-0.1,1501.6769207948678,3.0,-2.0,1.2,0.4,0.1999999999999999,-0.9,1.1,60.08863408826687,0.0,2015-11-15
HIST_000847,2015-11-16,Republic of Ireland,Bosnia and Herzegovina,Republic of Ireland,BIH,0,1,UEFA Euro qualification,0.0,40.0,1547.3591775538907,1597.2209162955107,-49.86173874162,1.0,0.0,2,0,2,5.0,2.0,1.8,0.8,9,2,1.1111111111111112,1.1111111111111112,1.3333333333333333,-0.2222222222222222,1608.564325903343,3.0,5.0,3.0,2.0,0.8,10,5,1.8,1.8,1.2,0.6,1539.2072298855517,3.0,-1.0,-0.1999999999999999,0.0,-0.6888888888888889,0.1333333333333333,-0.8222222222222222,69.35709601779126,0.0,2015-11-16
HIST_000848,2015-11-17,Algeria,Tanzania,ALG,Tanzania,1,0,FIFA World Cup qualification,0.0,35.0,1581.2728552337292,1482.5463662080624,98.72648902566677,1.0,0.0,7,0,2,5.0,3.0,2.0,1.2,10,5,1.6,1.8,1.1,0.7,1490.0917177696122,3.0,2.0,0.0,0.5,-1.5,2,0,0.5,1.0,2.5,-1.5,1542.4469212053073,3.0,3.0,1.5,2.7,0.8,-1.4,2.2,-52.3552034356951,0.0,2015-11-17
HIST_000849,2015-11-17,Austria,Switzerland,AUT,SUI,1,1,Friendly,0.0,10.0,1725.659705649082,1618.6967476703871,106.96295797869492,1.0,0.0,1,2,0,5.0,5.0,3.0,1.8,10,8,2.5,2.1,0.6,1.5,1476.5228773891406,36.0,5.0,3.0,1.8,1.2,10,6,2.0,2.4,1.1,1.3,1476.2563305278168,4.0,2.0,1.2,0.6000000000000001,-0.2999999999999998,-0.5000000000000001,0.1999999999999999,0.2665468613238317,32.0,2015-11-17
HIST_000850,2015-11-17,Bangladesh,Australia,Bangladesh,AUS,0,1,FIFA World Cup qualification,0.0,35.0,1419.7449857922934,1616.7678481010926,-197.0228623087992,1.0,0.0,0,4,0,2.0,0.0,0.0,-4.5,2,0,0.0,0.0,4.5,-4.5,1537.5820027298323,70.0,5.0,4.0,2.4,2.0,10,7,2.3,2.1,0.6,1.5,1538.9659202099203,5.0,-4.0,-2.4,-6.5,-2.1,3.9,-6.0,-1.38391748008803,65.0,2015-11-17
HIST_000851,2015-11-17,Bhutan,Qatar,Bhutan,QAT,0,1,FIFA World Cup qualification,0.0,35.0,1447.8709983263016,1617.863993839477,-169.9929955131754,1.0,0.0,0,3,0,1.0,0.0,0.0,-15.0,1,0,0.0,0.0,15.0,-15.0,1509.212175216268,75.0,5.0,4.0,2.4,4.0,10,7,2.2,3.1,0.6,2.5,1510.188988642713,4.0,-4.0,-2.4,-19.0,-3.1,14.4,-17.5,-0.9768134264450056,71.0,2015-11-17
HIST_000852,2015-11-17,Brazil,Peru,BRA,Peru,1,0,FIFA World Cup qualification,0.0,35.0,1629.4685632599571,1541.4148172098658,88.05374605009138,1.0,0.0,3,0,2,5.0,3.0,2.0,0.8,10,6,2.0,1.5,0.9,0.6,1533.041237778452,4.0,5.0,2.0,1.4,0.0,10,3,1.2,1.0,1.1,-0.1,1567.670007603588,4.0,1.0,0.6000000000000001,0.8,0.5,-0.2,0.7,-34.62876982513603,0.0,2015-11-17
HIST_000853,2015-11-17,Cambodia,Japan,Cambodia,JPN,0,1,FIFA World Cup qualification,0.0,35.0,1473.6962189141805,1685.1358903834937,-211.439671469313,1.0,0.0,0,2,0,1.0,0.0,0.0,-3.0,1,0,0.0,0.0,3.0,-3.0,1570.0013080547503,75.0,5.0,4.0,2.6,3.0,10,5,1.9,2.3,0.5,1.8,1502.471171751898,5.0,-4.0,-2.6,-6.0,-2.3,2.5,-4.8,67.53013630285227,70.0,2015-11-17
HIST_000854,2015-11-17,Cape Verde,Kenya,CPV,Kenya,1,0,FIFA World Cup qualification,0.0,35.0,1547.9229793424563,1516.1797698418218,31.743209500634748,1.0,0.0,2,0,2,5.0,3.0,2.0,1.6,10,5,1.8,1.8,0.8,1.0,1498.0015823577746,4.0,3.0,1.0,1.0,-1.0,3,1,1.0,0.3333333333333333,1.3333333333333333,-1.0,1530.66109544283,4.0,2.0,1.0,2.6,1.4666666666666668,-0.5333333333333332,2.0,-32.65951308505532,0.0,2015-11-17
HIST_000855,2015-11-17,Colombia,Argentina,COL,ARG,1,1,FIFA World Cup qualification,0.0,35.0,1629.9875480107362,1673.579802465632,-43.59225445489574,1.0,0.0,0,1,0,5.0,1.0,1.2,-0.2,10,4,1.6,0.9,0.7,0.2,1557.4933863335764,5.0,5.0,1.0,1.2,1.0,10,4,1.7,1.8,0.6,1.2,1559.9517285401048,4.0,0.0,0.0,-1.2,-0.9,0.0999999999999999,-1.0,-2.458342206528414,1.0,2015-11-17
HIST_000856,2015-11-17,Denmark,Sweden,Denmark,SWE,0,1,UEFA Euro qualification,0.0,40.0,1416.4089861160069,1586.4749817796912,-170.06599566368436,1.0,0.0,2,2,1,5.0,1.0,0.6,-0.8,9,2,0.6666666666666666,0.7777777777777778,1.4444444444444444,-0.6666666666666666,1548.5904581876125,3.0,5.0,3.0,1.8,0.2,10,6,1.9,1.5,0.9,0.6,1483.6355425512288,3.0,-2.0,-1.2000000000000002,-1.0,-0.7222222222222222,0.5444444444444444,-1.2666666666666666,64.9549156363837,0.0,2015-11-17
